NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
EKTA-B.ST;ELEKTA B;88.0;80.0;130;72.7;161;71.0;242;74.6;177;2.43;0.81;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EKTA-B.ST;11;806;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=806&marketid=11
ELAN-B.ST;ELANDERS B;82.3;56.2;102;59.0;121;55.3;206;56.8;143;2.21;0.89;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELAN-B.ST;11;897;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=897&marketid=11
ELEC.ST;ELECTRA GRUPPEN;67.6;36.8;101;35.1;94;37.0;98;36.3;97;0.4;-0.76;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELEC.ST;N/A;N/A;N/A
ELN.ST;ELLEN;0.32;55.0;261;52.9;268;44.9;153;50.9;227;3.73;-1.7;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;11;42472;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=42472&marketid=11
ELOS-B.ST;ELOS MEDTECH;67.6;33.3;83;39.0;80;49.3;101;40.5;88;0.3;-0.21;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELOS-B.ST;N/A;N/A;N/A
ELTEL.ST;ELTEL;26.0;66.7;113;71.1;198;62.9;204;66.9;171;2.73;1.31;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELTEL.ST;11;106028;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106028&marketid=11
ELUX-A.ST;ELECTROLUX A;280.0;76.9;110;75.0;132;73.4;178;75.1;140;2.22;1.26;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-A.ST;11;80;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80&marketid=11
ELUX-B.ST;ELECTROLUX B;269.0;52.6;102;58.1;112;64.4;143;58.4;119;1.29;1.41;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-B.ST;11;81;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81&marketid=11
ENDO.ST;ENDOMINES;8.06;68.4;125;62.9;232;61.8;495;64.4;284;5.02;-0.54;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENDO.ST;11;41059;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41059&marketid=11
ENEA.ST;ENEA;79.8;60.0;105;63.6;120;62.5;173;62.0;132;1.96;1.38;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENEA.ST;11;1149;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1149&marketid=11
ENERS.ST;ENERSIZE;4.555;71.4;112;68.8;121;68.8;121;69.7;118;1.52;-0.0;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENERS.ST;11;139583;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139583&marketid=11
ENG.ST;INTERNATIONELLA ENGELSKA SKOLAN I SV;68.4;53.3;120;44.8;134;48.5;140;48.9;131;2.05;0.45;16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENG.ST;11;126934;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126934&marketid=11
ENQ.ST;ENQUEST;3.57;68.4;180;64.1;183;64.6;942;65.7;435;6.5;1.69;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENQ.ST;11;75073;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75073&marketid=11
ENRO.ST;ENIRO;0.0547;66.7;304;62.2;419;62.5;592;63.8;438;5.86;0.68;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO.ST;11;11046;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=11046&marketid=11
ENRO-PREF.ST;ENIRO PRF;149.5;58.3;117;56.2;252;58.5;310;57.7;226;5.0;0.46;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO-PREF.ST;11;88768;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=88768&marketid=11
ENZY.ST;ENZYMATICA;4.51;50.0;136;55.6;152;54.8;248;53.5;178;3.85;-0.32;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENZY.ST;11;82655;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82655&marketid=11
EOID.NGM;EYEONID GROUP;11.68;75.0;174;68.4;884;73.9;2144;72.4;1067;15.33;7.36;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOID.NGM;N/A;N/A;N/A
EOLU-B.ST;EOLUS VIND B;31.55;57.9;114;48.8;122;56.2;164;54.3;133;1.61;0.57;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOLU-B.ST;11;66174;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=66174&marketid=11
EOS.ST;EOS RUSSIA;15.1;52.9;108;63.3;161;66.0;217;60.7;162;4.11;1.9;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOS.ST;11;41064;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41064&marketid=11
EPIS-B.ST;EPISURF MEDICALORD;6.44;50.0;130;61.3;195;65.0;486;58.8;270;4.63;0.76;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EPIS-B.ST;11;78419;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=78419&marketid=11
ERIC-A.ST;ERICSSON A;55.9;58.8;111;69.7;129;65.2;136;64.6;125;1.44;1.21;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-A.ST;11;100;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100&marketid=11
ERIC-B.ST;ERICSSON B;55.92;81.2;130;81.2;182;63.2;215;75.2;175;1.45;1.56;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-B.ST;11;101;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101&marketid=11
ESSITY-A.ST;ESSITY;230.0;39.1;99;40.0;98;40.0;98;39.7;98;0.45;-0.26;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-A.ST;11;139300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139300&marketid=11
ESSITY-B.ST;ESSITY;229.9;72.2;116;75.0;116;75.0;116;74.1;116;1.88;1.35;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-B.ST;11;139301;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139301&marketid=11
ETX.ST;ETRION;1.78;62.5;114;48.4;101;54.2;167;55.0;127;1.22;-0.98;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ETX.ST;11;78547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=78547&marketid=11
EVO.ST;EVOLUTION GAMING GROUP;580.0;61.9;117;61.5;175;68.4;349;63.9;213;3.58;2.51;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EVO.ST;11;107867;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107867&marketid=11
EWRK.ST;EWORK GROUP;98.3;61.9;106;57.8;119;57.1;187;58.9;137;2.0;0.97;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EWRK.ST;11;72798;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=72798&marketid=11
EXPRS2.ST;EXPRES2ION BIOTECH HOLDING;10.95;60.9;246;59.0;288;56.1;285;58.7;273;5.11;0.91;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EXPRS2.ST;11;125185;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=125185&marketid=11
FABG.ST;FABEGE AB;182.0;78.9;124;54.1;134;57.3;192;63.4;150;1.94;0.35;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FABG.ST;11;861;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=861&marketid=11
FAG.ST;FAGERHULT;103.0;77.8;130;64.3;163;65.4;372;69.2;221;3.93;1.79;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FAG.ST;11;903;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=903&marketid=11
FEEL.ST;FEELGOOD SVENSKA;3.58;35.3;94;45.9;120;49.3;470;43.5;228;5.65;0.2;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FEEL.ST;11;5053;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5053&marketid=11
FIL.ST;FILO MINING;15.95;53.8;95;56.0;128;54.3;144;54.7;122;3.22;0.0;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIL.ST;11;126319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126319&marketid=11
FING-B.ST;FINGERPRINT CARDS B;9.99;54.5;115;51.4;165;55.6;317;53.8;199;1.14;-0.9;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FING-B.ST;11;4870;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4870&marketid=11
FIRE.ST;FIREFLY;41.8;41.2;94;38.7;99;42.0;114;40.6;102;0.93;-0.18;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIRE.ST;11;59997;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59997&marketid=11
FMM-B.ST;FM MATTSSON MORA GROUP;83.8;61.1;115;50.0;107;50.0;107;53.7;109;1.19;0.69;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FMM-B.ST;11;136221;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136221&marketid=11
FNMA-PREF.ST;FNMA PREF PRF;1255.0;33.3;96;36.8;106;44.7;166;38.3;122;2.7;1.79;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FNMA-PREF.ST;11;98392;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98392&marketid=11
FOI-B.ST;FENIX OUTDOOR INTERNATIONAL;1084.0;64.7;141;66.7;174;57.5;317;63.0;210;3.27;1.34;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOI-B.ST;11;101639;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101639&marketid=11
FOOT-PREF.ST;FOOTWAY GROUP PRF;115.0;33.3;90;29.6;89;29.6;89;30.8;89;-0.05;-0.67;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOOT-PREF.ST;11;110741;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110741&marketid=11
FPAR.ST;FAST PARTNER;143.0;57.9;107;56.4;124;63.8;263;59.4;164;2.74;1.5;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR.ST;11;980;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=980&marketid=11
FPAR-PREF.ST;FASTPARTNER PRF;344.0;50.0;101;33.3;99;41.4;103;41.6;101;0.44;0.08;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;11;94771;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94771&marketid=11
FPIP.ST;FORMPIPE;12.8;52.9;102;50.0;122;46.8;165;49.9;129;2.05;0.0;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPIP.ST;11;72565;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=72565&marketid=11
FRIM.ST;ROBERT FRIMAN INTERNATIONAL;;;;;;;;;;;;;;N/A;N/A;N/A
FRISQ.ST;FRISQ HOLDING;23.6;73.9;230;63.4;197;63.3;194;66.9;207;3.62;0.64;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRISQ.ST;11;127937;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127937&marketid=11
FRNT-B.NGM;FRONTOFFICE NORDIC B;2.85;65.0;94;50.0;88;55.9;249;57.0;143;3.59;-0.58;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM;N/A;N/A;N/A
G5EN.ST;G5 ENTERTAINMENT;344.6;65.0;161;61.1;269;64.9;2054;63.7;828;8.27;6.59;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=G5EN.ST;11;60158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=60158&marketid=11
GAPW-B.ST;GAPWAVES;22.65;86.7;508;61.3;781;60.6;854;69.5;714;18.89;3.62;16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GAPW-B.ST;11;128818;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128818&marketid=11
GAPW-TO-1B.ST;GAPWAVES SUBSCR OPT;;;;;;;;;;;;;;N/A;N/A;N/A
GARO.ST;GARO;176.6;68.4;128;65.7;139;60.9;294;65.0;187;3.05;1.34;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GARO.ST;11;119990;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119990&marketid=11
GCOR.ST;GAMING CORPS;0.495;76.5;247;53.5;194;59.2;524;63.1;321;4.15;0.0;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST;11;110080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110080&marketid=11
GENO.ST;GENOVIS B;3.71;73.3;156;55.2;172;45.6;189;58.0;172;3.09;-1.26;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;N/A;N/A;N/A
GETI-B.ST;GETINGE B;107.6;84.6;121;60.6;137;55.7;148;67.0;135;0.73;0.62;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GETI-B.ST;11;812;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=812&marketid=11
GHP.ST;GHP SPECIALTY CARE;8.27;56.2;110;50.0;129;51.6;240;52.6;159;2.57;0.22;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHP.ST;11;59064;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59064&marketid=11
GHUS-B.ST;GOTENEHUS GROUP B;4.66;61.1;147;62.9;182;58.7;225;60.9;184;2.0;0.81;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST;11;37306;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37306&marketid=11
GOMX.ST;GOMSPACE GROUP;63.7;81.2;152;78.1;403;78.3;803;79.2;452;10.9;2.64;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GOMX.ST;11;123579;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123579&marketid=11
GPG-PREF.ST;GENOVA PROPERTY GROUP PRF;123.5;52.9;105;48.7;103;40.6;98;47.4;102;0.4;-0.2;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;11;116646;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116646&marketid=11
GPX.ST;GASPOROX;14.55;64.7;148;53.8;172;53.5;188;57.3;169;1.43;-0.9;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPX.ST;11;128307;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128307&marketid=11
GREAT.ST;GREATER THAN;27.0;53.8;88;52.0;196;48.8;193;51.5;159;4.58;-0.32;19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GREAT.ST;11;101192;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101192&marketid=11
GRNG.ST;GRANGES;89.95;55.6;101;60.0;123;52.9;139;56.2;121;1.5;0.59;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GRNG.ST;11;103110;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103110&marketid=11
GTAB B;GLYCOREX TRANSPLANTATION B;2.78;69.2;119;39.4;78;42.4;111;50.3;102;1.94;-0.81;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB B;N/A;N/A;N/A
GTGS.NGM;GOLD TOWN GAMES;5.92;47.8;199;57.1;385;58.9;871;54.6;485;9.85;0.7;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTGS.NGM;N/A;N/A;N/A
GUGEO.NGM;GUIDELINE GEO;7.14;58.3;191;41.7;207;42.6;210;47.5;202;2.33;-0.77;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUGEO.NGM;N/A;N/A;N/A
GUNN.ST;GUNNEBO;30.65;73.3;133;64.9;148;57.7;164;65.3;148;1.07;0.31;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;11;816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=816&marketid=11
GWS.ST;GWS PRODUCTION;2.85;65.0;84;68.8;201;73.4;570;69.1;285;4.66;0.58;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GWS.ST;11;103191;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103191&marketid=11
HANC-PREF-A.ST;HANCAP PRF;33.6;56.2;111;46.2;125;46.0;141;49.5;125;1.83;0.0;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANC-PREF-A.ST;11;108039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108039&marketid=11
HANZA.ST;HANZA HOLDING;12.15;73.3;122;52.9;111;52.2;174;59.5;135;2.11;0.46;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;11;100972;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100972&marketid=11
HAV-B.ST;HAVSFRUN INVESTMENT B;19.65;35.7;92;25.0;79;28.1;73;29.6;81;-0.39;-0.81;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;11;990;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=990&marketid=11
HEBA-B.ST;HEBA FASTIGHETS B;108.5;22.2;92;23.5;85;34.8;89;26.8;88;0.04;-0.12;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;11;991;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=991&marketid=11
HEIM-PREF.ST;HEIMSDATEN PRF;330.0;66.7;104;58.3;105;57.6;127;60.9;112;0.94;0.37;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEIM-PREF.ST;11;110093;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110093&marketid=11
HELIO.ST;HELIOSPECTRA;6.7;75.0;320;55.0;454;51.4;1165;60.5;646;6.72;0.0;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HELIO.ST;11;101607;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101607&marketid=11
HEMC.ST;HEMCHECK SWEDEN;9.1;81.2;203;74.1;629;74.1;629;76.5;487;16.67;4.79;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC.ST;11;135098;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135098&marketid=11
HEMC-TO1.ST;HEMCHECK SWEDEN SUBSCR OPT;1.65;70.0;269;62.5;460;62.5;460;65.0;396;21.47;8.65;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC-TO1.ST;N/A;N/A;N/A
HEMF.ST;HEMFOSA FASTIGHETER AB;98.4;69.2;103;66.7;128;55.6;133;63.8;121;1.32;0.65;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF.ST;11;100152;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100152&marketid=11
HEMF-PREF.ST;HEMFOSA FASTIGHETER PRF;182.5;53.8;96;51.9;101;42.6;109;49.4;102;0.61;0.0;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF-PREF.ST;11;104593;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104593&marketid=11
HEXA-B.ST;HEXAGON B;492.4;63.2;115;58.1;111;56.5;144;59.3;123;1.54;0.8;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEXA-B.ST;11;819;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=819&marketid=11
HIFA-B.ST;HIFA B;3.0;50.0;103;60.0;121;60.6;134;56.9;119;0.98;0.65;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIFA-B.ST;11;5232;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5232&marketid=11
HIQ.ST;HIQ INTERNATIONAL;76.5;60.9;113;66.7;141;65.4;236;64.3;163;2.41;1.5;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST;11;3540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3540&marketid=11
HLDX.ST;HALDEX;88.1;52.0;110;48.8;111;53.8;168;51.5;129;1.98;0.0;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;11;817;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=817&marketid=11
HM-B.ST;HENNES & MAURITZ B;136.34;47.4;94;52.4;105;53.8;125;51.2;108;0.27;-0.36;45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HM-B.ST;N/A;N/A;N/A
HMED.ST;HANSA MEDICAL;235.4;64.3;131;66.7;314;61.4;1438;64.1;627;9.04;3.68;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMED.ST;11;43288;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43288&marketid=11
HMS.ST;HMS NETWORKS;120.8;73.7;121;74.3;187;67.6;343;71.9;217;3.58;2.46;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMS.ST;11;43302;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43302&marketid=11
HOFI.ST;HOIST FINANCE;80.4;86.7;139;58.6;143;53.7;156;66.3;146;1.5;0.87;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;11;107904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107904&marketid=11
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;34.6;50.0;99;42.9;99;43.8;98;45.6;98;0.15;0.0;7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;11;110779;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110779&marketid=11
HOLM-A.ST;HOLMEN A;454.0;56.0;131;51.2;132;50.6;152;52.6;138;1.72;0.81;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;11;221;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=221&marketid=11
HOLM-B.ST;HOLMEN B;440.6;57.1;124;56.2;140;52.7;173;55.3;145;1.81;1.0;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-B.ST;11;222;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=222&marketid=11
HOVD.ST;HOVDING SVERIGE;8.62;62.5;112;52.8;122;51.5;438;55.6;224;4.48;-1.51;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST;11;110530;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110530&marketid=11
HOYLU.ST;HOYLU;5.83;58.3;153;72.7;398;72.7;398;67.9;316;16.06;5.14;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOYLU.ST;11;133092;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133092&marketid=11
HPOL-B.ST;HEXPOL B;76.2;65.0;116;66.7;125;62.2;166;64.6;135;1.37;0.75;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HPOL-B.ST;11;55907;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55907&marketid=11
HTRO.ST;HEXATRONIC GROUP;61.6;70.6;143;68.4;220;63.8;529;67.6;297;5.76;2.99;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HTRO.ST;11;82816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82816&marketid=11
HUFV-A.ST;HUFVUDSTADEN A;126.4;73.3;104;57.6;104;62.7;134;64.5;114;1.16;0.97;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUFV-A.ST;11;820;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=820&marketid=11
HUM.ST;HUMANA;52.6;55.0;110;62.5;133;54.3;130;57.3;124;0.65;0.43;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUM.ST;11;120363;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120363&marketid=11
HUSQ-A.ST;HUSQVARNA A;85.8;42.9;108;46.3;121;52.0;177;47.1;135;1.7;0.18;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;11;34913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34913&marketid=11
HUSQ-B.ST;HUSQVARNA B;85.98;45.5;105;50.0;118;51.2;165;48.9;129;1.39;0.41;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;11;34915;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34915&marketid=11
IBT-B.ST;INFANT BACTERIAL THERAPEUTICS;114.5;64.3;191;59.3;455;67.4;1273;63.7;639;10.87;4.67;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IBT-B.ST;11;120381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120381&marketid=11
ICA.ST;ICA GRUPPEN;300.3;66.7;98;69.4;109;61.6;121;65.9;109;0.84;0.67;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICA.ST;11;32443;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32443&marketid=11
ICTA-B.ST;INTELLECTA B;;;;;;;;;;;;;;N/A;N/A;N/A
