NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
TMG.ST;THE MARKETING GROUP;0.295;66.7;156;68.4;623;70.7;2095;68.6;958;6.0;1.37;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TMG.ST;11;122959;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122959&marketid=11
TOBII.ST;TOBII;36.24;68.4;163;66.7;241;65.7;381;66.9;261;3.67;1.25;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBII.ST;11;108332;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108332&marketid=11
TOBIN.ST;TOBIN PROPERTIES;22.7;57.1;151;58.1;175;55.3;158;56.8;161;-0.0;-0.43;19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;11;128463;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128463&marketid=11
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;110.0;42.1;103;36.6;101;34.7;42;37.8;82;-1.45;-0.22;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;11;104981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104981&marketid=11
TRAC-B.ST;TRACTION B;167.5;60.0;110;55.3;149;60.0;240;58.4;166;2.57;0.48;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;11;4963;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4963&marketid=11
TRANS.ST;TRANSTEMA;27.85;71.4;180;70.0;314;66.7;1522;69.4;672;8.11;3.22;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRANS.ST;11;109528;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109528&marketid=11
TREL-B.ST;TRELLEBORG B;210.7;57.1;115;55.6;124;63.9;175;58.9;138;1.72;1.17;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TREL-B.ST;11;364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=364&marketid=11
TRENT.ST;TRENTION;58.6;62.5;110;58.8;120;40.4;104;53.9;111;1.01;-0.72;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;11;2282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2282&marketid=11
TROAX.ST;TROAX GROUP;240.0;65.0;110;69.4;177;56.9;290;63.8;192;3.67;1.55;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST;11;107899;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107899&marketid=11
UFLX-B.ST;UNIFLEX B;24.0;54.5;114;40.0;119;44.9;141;46.5;124;1.48;0.02;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;11;36986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36986&marketid=11
ULED.NGM;UNI-LIGHT LED;2.38;30.8;-13;34.1;-11;34.5;-10;33.1;-11;-4.37;-4.87;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;N/A;N/A;N/A
UNIBAP.ST;UNIBAP;54.9;50.0;128;56.7;268;56.7;268;54.5;221;9.26;0.96;15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;11;135385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135385&marketid=11
UTG.ST;UNLIMITED TRAVEL GROUP;34.0;50.0;120;50.0;141;50.0;215;50.0;158;2.2;0.6;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;11;37471;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37471&marketid=11
VBG-B.ST;VBG B;136.0;76.9;129;59.4;153;58.2;226;64.8;169;3.02;1.15;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;11;942;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=942&marketid=11
VEMF-SDB.ST;VOSTOK EMERGING FINANCE SDR;2.16;66.7;122;53.8;130;56.0;195;58.8;149;2.91;1.12;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VEMF-SDB.ST;11;110742;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110742&marketid=11
VERI.ST;VERISEC;109.0;76.2;155;60.5;218;64.7;295;67.1;222;3.15;0.83;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VERI.ST;11;104860;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104860&marketid=11
VICO.ST;VICORE PHARMA HOLDING;17.3;81.8;169;64.3;301;51.9;809;66.0;426;9.72;-1.06;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST;11;116629;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116629&marketid=11
VICP.ST;VICTORIA PARK;32.1;42.1;100;48.6;120;52.2;228;47.6;149;2.97;0.33;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST;N/A;N/A;N/A
VICP-B.ST;VICTORIA PARK B;32.5;66.7;115;62.1;133;61.4;294;63.4;180;4.16;1.38;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST;11;100963;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100963&marketid=11
VICP-PREF.ST;VICTORIA PARK PRF;315.0;31.6;92;35.1;97;39.4;107;35.4;98;0.43;-0.08;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;11;95710;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=95710&marketid=11
VIT-B.ST;VITEC SOFTWARE GROUP B;80.8;57.9;110;51.4;133;52.2;218;53.8;153;2.57;0.0;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST;11;5177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5177&marketid=11
VITR.ST;VITROLIFE;587.5;63.2;103;61.8;159;67.6;414;64.2;225;3.86;1.62;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VITR.ST;11;13469;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13469&marketid=11
VNV-SDB.ST;VOSTOK NEW VENTURES SDR;74.8;52.6;97;51.4;99;59.4;185;54.5;127;2.26;0.97;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VNV-SDB.ST;11;41044;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41044&marketid=11
VOLO.ST;VOLATI;46.75;44.4;122;46.2;155;47.6;155;46.1;144;1.13;0.0;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;11;129150;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129150&marketid=11
VOLO-PREF.ST;VOLATI PRF;648.0;33.3;98;40.0;105;37.5;113;36.9;105;0.88;0.0;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;11;110084;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110084&marketid=11
VOLV-A.ST;VOLVO A;152.1;69.2;106;65.7;125;67.1;210;67.3;147;2.71;0.99;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;11;365;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=365&marketid=11
VOLV-B.ST;VOLVO B;151.75;62.5;108;64.3;125;61.0;202;62.6;145;2.2;0.47;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-B.ST;N/A;N/A;N/A
VRG-B.ST;VENUE B;1.355;47.4;99;45.2;98;49.2;167;47.3;121;2.54;-0.79;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;11;946;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=946&marketid=11
VSSAB-B.ST;VIKING SUPPLY SHIPS;23.5;77.8;225;50.0;164;50.0;342;59.3;243;2.77;-0.62;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;11;964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=964&marketid=11
WALL-B.ST;WALLENSTAM B;75.55;53.3;102;59.5;115;61.6;138;58.1;118;1.11;0.49;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;11;945;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=945&marketid=11
WESC.ST;WESC;0.144;47.4;123;45.2;107;39.0;47;43.9;92;-2.75;-2.56;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;11;55316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55316&marketid=11
WIHL.ST;WIHLBORGS FASTIGHETER;193.7;76.9;103;75.9;132;72.1;177;75.0;137;1.96;0.75;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;11;29759;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=29759&marketid=11
WINT.ST;WEST INTERNATIONAL;12.55;64.3;117;64.3;222;59.4;323;62.7;220;4.01;1.7;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WINT.ST;11;43370;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43370&marketid=11
WISE.ST;WISE GROUP;53.0;40.0;111;37.8;111;44.4;143;40.7;121;1.07;-0.41;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;11;40017;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40017&marketid=11
WTX.ST;WILSON THERAPEUTICS SHS;145.6;62.5;184;61.1;236;61.3;577;61.6;332;6.46;1.74;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WTX.ST;11;121819;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121819&marketid=11
XACT.ST;XACT OMX30 ETF;184.6;54.5;100;48.5;97;59.7;126;54.2;107;1.08;0.34;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;N/A;N/A;N/A
XACT-BEAR.ST;XACT BEAR ETF;64.44;47.1;111;45.9;112;50.6;108;47.9;110;0.35;-0.21;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;N/A;N/A;N/A
XACT-BEAR-2.ST;XACT BEAR2 ETF;55.06;46.7;111;51.4;126;58.2;147;52.1;128;0.72;0.16;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;N/A;N/A;N/A
XACT-BULL.ST;XACT BULL ETF;350.05;64.3;104;56.2;115;57.9;155;59.5;124;1.51;0.7;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL.ST;N/A;N/A;N/A
XACT-BULL-2.ST;XACT BULL2 ETF;651.1;64.3;102;66.7;120;62.9;170;64.6;130;2.19;1.36;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL-2.ST;N/A;N/A;N/A
XACTHDIV.ST;XACTHDIV ETF;112.04;70.0;105;60.0;105;60.0;105;63.3;105;0.65;0.27;15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;N/A;N/A;N/A
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;113.44;52.9;98;46.2;103;51.9;110;50.3;103;0.67;0.22;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-NORDEN-30.ST;N/A;N/A;N/A
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;433.2;61.5;102;51.7;106;62.7;145;58.6;117;1.43;1.2;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;N/A;N/A;N/A
XACT-SMABOLAG.ST;XACT SVENSKA SMABOLAG UCITS ETF;140.1;84.6;107;66.7;118;65.1;144;72.1;123;1.32;0.96;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-SMABOLAG.ST;N/A;N/A;N/A
XANO-B.ST;XANO INDUSTRI B;218.0;68.4;155;74.3;271;65.3;445;69.3;290;4.68;2.18;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XANO-B.ST;11;1074;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1074&marketid=11
XBRANE.ST;XBRANE BIOPHARMA;60.6;63.2;176;52.6;310;60.7;448;58.8;311;5.62;0.98;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XBRANE.ST;11;118813;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=118813&marketid=11
XESC.ST;DBX ES50 DR 1C ETF;476.4;87.5;103;68.8;109;72.2;112;76.2;108;1.18;0.13;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;N/A;N/A;N/A
XINT.ST;XINTELA;3.18;50.0;104;46.4;110;48.1;201;48.2;138;2.6;-0.79;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;11;120379;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120379&marketid=11
XMEM.ST;DB X-TRACKERS MSCI EM ETF;414.9;63.6;114;64.0;115;63.5;121;63.7;116;1.07;0.7;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;N/A;N/A;N/A
XMR.ST;XMREALITY;7.7;70.0;121;73.9;167;73.9;167;72.6;151;3.05;1.75;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;11;136337;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136337&marketid=11
XMWO.ST;DBX MSCI WORLD ETF;490.55;70.0;106;46.9;106;53.0;119;56.6;110;0.88;0.24;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMWO.ST;N/A;N/A;N/A
XSPX.ST;DB X-TRACKERS S&P 500 ETF;405.25;70.0;109;60.0;107;59.3;130;63.1;115;1.36;0.77;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XSPX.ST;N/A;N/A;N/A
XVIVO.ST;XVIVO PERFUS;89.4;76.5;113;62.9;136;54.4;213;64.6;154;2.09;0.29;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;11;90126;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90126&marketid=11
ZAPLOX.ST;ZAPLOX;4.15;85.7;218;81.2;259;81.2;259;82.7;245;7.92;5.01;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;11;139106;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139106&marketid=11
ZETA.ST;ZETA DISPLAY;18.45;50.0;118;59.4;222;55.7;580;55.0;306;6.57;0.77;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST;11;81310;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81310&marketid=11
ZETA-PREF.ST;ZETADISPLAY PRF;122.0;66.7;98;52.9;108;52.9;108;57.5;104;1.37;0.49;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;11;128461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128461&marketid=11
ZZ-B.ST;ZINZINO AB;8.68;38.1;77;41.0;86;45.9;109;41.7;90;0.64;-0.55;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;11;77836;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77836&marketid=11
