NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;PRICE_CHANGE_PERCENT_AVERAGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
SAXG.ST;SAXLUND GROUP;1.98;38.1;100;39.4;142;48.4;159;42.0;133;32;29;-1,97;-0,85;1575,71;4,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;11;32880;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32880&marketid=11
TASTE.ST;MYTASTE;3.45;50.0;122;44.4;92;42.6;156;45.7;123;30;26,7;1,22;-1,76;246,49;6,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;11;71541;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=71541&marketid=11
EFFP.ST;EFFNETPLATTFORMEN;12.0;22.7;67;35.0;70;35.0;70;30.9;69;20;26,3;-1,06;-1,9;37,73;2,89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EFFP.ST;11;131602;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131602&marketid=11
MULQ.ST;MULTIQ INTERNATIONAL;0.598;33.3;94;27.8;79;34.6;68;31.9;80;39;26,3;-0,43;-1,46;50,83;2,81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;11;4359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4359&marketid=11
XESC.ST;DBX ES50 DR 1C ETF;480.5;75.0;103;62.5;109;66.7;112;68.1;108;8;50;1,18;0,13;2,38;3,32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;N/A;N/A;N/A
HAV-B.ST;HAVSFRUN INVESTMENT B;19.65;35.7;92;25.0;79;28.1;73;29.6;81;32;25,8;-0,39;-0,81;19,8;1,47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;11;990;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=990&marketid=11
43464.ST;STOCKWIK FORVALTNING;0.0458;57.1;216;52.4;163;34.6;31;48.0;136;26;24;2,45;-3,86;56,38;9,25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43464.ST;N/A;N/A;N/A
BRIN-B.ST;BRINOVA FASTIGHETER;11.95;26.7;91;36.0;95;40.7;104;34.5;96;13;23,1;0,66;-0,73;25,62;2,45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIN-B.ST;11;127241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127241&marketid=11
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;484.0;22.7;92;26.7;92;21.7;86;23.7;90;23;22,7;-0,21;-0,4;7,63;0,86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;11;121882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121882&marketid=11
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;5.18;21.1;56;27.6;41;27.6;41;25.4;46;14;21,4;-3,75;-4,21;40,32;4,4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;N/A;N/A;N/A
WESC.ST;WESC;0.13;44.4;117;45.2;107;39.0;47;42.9;90;41;20;-2,75;-2,56;839,26;5;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;11;55316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55316&marketid=11
ZAPLOX.ST;ZAPLOX;4.68;86.7;218;82.4;259;82.4;259;83.8;245;8;87,5;7,92;5,01;41,23;8,85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;11;139106;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139106&marketid=11
ULED.NGM;UNI-LIGHT LED;2.18;35.7;-13;37.0;-10;36.7;-10;36.5;-11;30;17,2;-4,14;-4,46;479,02;9,23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;N/A;N/A;N/A
ZETA-PREF.ST;ZETADISPLAY PRF;121.0;66.7;98;52.9;108;52.9;108;57.5;104;8;57,1;1,37;0,49;7,94;1,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;11;128461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128461&marketid=11
MAXK.ST;MAXKOMPETENS;6.32;33.3;84;22.2;73;22.2;73;25.9;76;13;15,4;-1,38;-1,42;16,82;2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;11;115943;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115943&marketid=11
