NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;PRICE_CHANGE_PERCENT_AVERAGE;PRICE_CHANGE_PERCENT_MEDIAN;BUY_AVERAGE_FAILED_PER_CHANGE;BUY_MEDIAN_FAILED_PER_CHANGE;BUY_AVERAGE_SUCCESS_PER_CHANGE;BUY_MEDIAN_SUCCESS_PER_CHANGE;BUYANDFAIL_MEDIAN_KEYVALUE;BUYANDFAIL_AVERAGE_KEYVALUE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
MULT.NGM;MULTIDOCKER CARGO HANDLING;0.564;50.0;75;52.9;80;52.9;80;51.9;78;17;43.8;3.93;2.12;-4.41;-2.74;2.93;2.05;-1.44;-2.0;2.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;13;3K33;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3K33&marketid=13
MVIR-B.ST;MEDIVIR B;35.3;64.3;96;70.0;133;59.4;198;64.6;142;32;54.8;4.92;2.37;-2.47;-2.16;5.87;2.09;-0.63;1.3;2.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;11;1020;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1020&marketid=11
MYFC.ST;MYFC HOLDING;7.72;92.9;206;75.0;449;72.6;2538;80.2;1064;31;73.3;11.85;4.63;-4.44;-2.62;15.28;4.07;1.48;9.21;3.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MYFC.ST;11;101187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101187&marketid=11
NAXS.ST;NAXS;49.5;78.6;101;50.0;90;48.1;85;58.9;92;27;42.3;1.29;1.03;-1.1;-1.01;1.58;1.1;-0.92;-0.77;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;11;40342;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40342&marketid=11
NCC-A.ST;NCC A;156.0;83.3;116;69.0;143;63.1;168;71.8;142;42;65.9;2.12;1.18;-1.32;-0.89;2.41;1.7;0.02;0.34;1.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;11;837;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=837&marketid=11
NCC-B.ST;NCC B;155.75;62.5;110;52.8;118;53.6;146;56.3;124;42;58.5;2.14;1.34;-1.57;-0.73;2.61;2.48;0.35;0.08;1.54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;11;838;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=838&marketid=11
NDA-SEK.ST;NORDEA BANK;87.66;66.7;102;64.7;113;67.7;191;66.4;135;31;70.0;2.9;1.74;-2.45;-2.51;4.12;4.16;1.36;1.35;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;11;220;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=220&marketid=11
NDX.ST;NORDAX GROUP;60.0;50.0;118;64.7;136;64.7;207;59.8;153;34;66.7;3.18;2.62;-1.9;-1.77;4.65;2.83;0.5;1.67;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;11;110381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110381&marketid=11
NEPA.ST;NEPA;76.0;76.9;149;61.3;202;58.2;316;65.5;222;27;59.3;5.3;3.09;-2.59;-2.01;8.45;4.84;1.25;3.16;1.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;11;121153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121153&marketid=11
NET-B.ST;NETENT;42.94;55.0;120;50.0;157;58.3;232;54.4;169;36;54.3;3.27;1.92;-1.43;-1.34;4.06;3.68;0.59;0.75;2.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;11;62494;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62494&marketid=11
NETI-B.ST;NET INSIGHT B;4.365;63.2;137;59.0;148;54.5;211;58.9;165;38;51.4;5.7;4.04;-3.71;-2.11;8.84;7.52;2.04;1.94;2.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;11;3871;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3871&marketid=11
NEWA-B.ST;NEW WAVE GROUP B;54.3;72.2;110;59.1;99;58.5;164;63.3;124;41;65.0;2.64;1.81;-0.8;-0.39;3.57;1.94;0.32;1.24;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;11;920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=920&marketid=11
NEXAM.ST;NEXAM CHEMICAL HOLDING;9.82;64.7;239;53.1;209;53.4;324;57.1;257;29;42.9;5.66;3.1;-1.82;-1.93;10.79;8.55;1.77;2.79;1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;11;93656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93656&marketid=11
NGQ.ST;NGEX RESOURCES;7.7;50.0;113;55.0;137;53.8;192;52.9;147;40;59.0;4.39;2.81;-1.76;-1.42;5.83;3.31;0.57;1.92;1.24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;11;101618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101618&marketid=11
NGS.ST;NGS GROUP;42.8;56.2;99;50.0;111;51.6;127;52.6;112;32;54.8;2.58;1.44;-1.43;-0.94;3.43;2.44;0.11;0.43;1.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;11;122588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122588&marketid=11
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;;;;;;;;;;;;;;;;;;;;;;;;
NIBE-B.ST;NIBE INDUSTRIER B;76.82;55.6;111;58.8;144;56.1;180;56.8;145;33;53.1;2.72;1.55;-1.07;-0.9;4.61;3.4;0.58;1.15;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;11;921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=921&marketid=11
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;0.207;59.1;130;55.0;145;55.0;145;56.4;140;20;42.1;6.29;3.95;-4.35;-2.58;5.74;1.21;-1.78;-0.9;3.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;13;3JDK;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3JDK&marketid=13
NICO.ST;NICOCCINO HOLD;9.5;47.4;364;48.1;322;52.5;323;49.3;336;29;44.8;14.05;5.76;-6.55;-5.4;34.21;6.74;-0.76;10.91;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;11;101773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101773&marketid=11
NIL-B.ST;NILORNGRUPPEN;83.0;54.5;100;52.4;93;55.1;170;54.0;121;39;63.2;3.34;1.79;-2.58;-1.39;4.7;1.48;-0.38;1.22;1.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;11;110376;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110376&marketid=11
NMAN.ST;NEDERMAN HOLDING;242.0;55.6;108;67.6;132;61.5;191;61.6;143;39;65.8;2.9;1.71;-1.25;-1.26;3.58;2.43;0.37;1.13;1.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;11;40347;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40347&marketid=11
NOBI.ST;NOBIA;69.5;75.0;129;65.9;146;71.4;224;70.8;166;42;70.7;2.87;1.97;-1.78;-1.04;3.44;2.31;0.53;1.11;1.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;11;19095;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19095&marketid=11
NOBINA.ST;NOBINA;51.55;50.0;125;50.0;149;54.3;238;51.4;170;35;55.9;2.95;1.7;-1.48;-1.6;5.22;2.46;-0.13;1.47;1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;11;110535;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110535&marketid=11
NOKIA-SEK.ST;NOKIA;45.84;55.6;124;50.0;129;51.2;172;52.3;141;43;50.0;2.78;1.42;-1.47;-1.3;4.6;1.73;-0.59;0.76;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;11;39854;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=39854&marketid=11
NOLA-B.ST;NOLATO B;607.0;54.5;164;55.0;217;64.7;327;58.1;236;34;72.7;3.6;1.99;-1.23;-1.01;6.09;3.05;1.14;3.29;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOLA-B.ST;11;923;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=923&marketid=11
NOMI.ST;NORDIC MINES;;;;;;;;;;;;;;;;;;;;;;;;
NOTE.ST;NOTE;26.1;61.1;127;60.0;186;56.1;268;59.1;193;33;59.4;3.73;1.92;-1.03;-1.03;6.88;5.12;1.82;2.87;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11;25319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25319&marketid=11
NP3.ST;NP3 FASTIGHETER;58.2;50.0;114;61.8;124;54.7;156;55.5;131;32;58.1;2.36;1.35;-1.33;-0.87;3.81;2.1;0.06;0.86;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;11;104592;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104592&marketid=11
NTEK-B.ST;NOVOTEK B;27.6;50.0;109;47.2;135;40.0;121;45.7;121;40;41.0;2.91;1.87;-1.73;-1.6;5.66;4.3;0.02;0.5;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;11;4000;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4000&marketid=11
NTGRP.NGM;NET TRADING GROUP NTG;4.55;38.5;150;42.1;151;42.1;151;40.9;150;9;44.4;6.34;3.12;-1.83;-0.63;15.07;13.77;4.96;4.87;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;13;3T0L;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3T0L&marketid=13
NUE.ST;NUEVOLUTION;17.2;50.0;113;42.9;135;51.7;305;48.2;184;30;44.8;4.96;2.47;-1.8;-2.0;12.02;6.22;0.88;3.59;1.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;11;116423;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116423&marketid=11
NVP.ST;NEUROVIVE PHARMACEUTICAL;2.75;70.6;141;69.0;159;64.2;820;67.9;373;33;60.6;8.16;4.16;-2.82;-2.69;9.05;5.04;1.19;3.57;2.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST;11;58531;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58531&marketid=11
NWG.ST;NORDIC WATERPROOFING HOLDING;72.2;45.5;107;50.0;112;48.4;110;48.0;109;32;41.9;2.41;1.5;-1.67;-1.35;2.94;2.57;-0.51;-0.54;1.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;11;123243;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123243&marketid=11
NXTMS.ST;NEXSTIM;1.988;41.7;94;60.0;163;67.3;1825;56.3;694;27;69.2;11.35;8.35;-5.36;-4.07;14.09;8.74;3.99;7.3;3.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NXTMS.ST;11;103571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103571&marketid=11
OASM.ST;OASMIA PHARMACEUTICAL;3.93;47.4;160;45.7;232;53.2;430;48.8;274;38;39.5;6.21;3.91;-3.2;-2.41;10.28;6.71;0.39;1.32;3.28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;11;76461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76461&marketid=11
OBAB.ST;ONLINE BRANDS NORDIC;;;;;;;;;;;;;;;;;;;;;;;;
OBDU-B.NGM;OBDUCAT B;0.9;70.6;124;54.5;136;53.1;254;59.4;171;31;37.5;7.62;5.21;-4.4;-3.02;8.52;4.81;-0.88;-0.35;10.84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;13;J;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=J&marketid=13
OBDU-PREF-B.NGM;OBDUCAT PRF;;;;;;;;;;;;;;;;;;;;;;;;
ODD.ST;ODD MOLLY INTERNATIONAL;18.6;57.9;104;59.5;130;55.6;169;57.7;134;35;47.2;3.72;2.37;-2.32;-1.85;4.63;3.73;-0.02;0.16;3.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;11;40936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40936&marketid=11
OEM-B.ST;OEM INTERNATIONAL B;172.0;71.4;105;65.6;131;60.0;182;65.7;139;35;64.7;2.92;1.68;-1.35;-1.6;4.0;2.36;0.16;1.31;1.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;11;927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=927&marketid=11
OLDM.ST;OLD MUTUAL;28.28;100.0;99;57.1;95;47.4;102;68.2;98;17;38.9;4.01;2.33;-1.6;-1.42;4.17;4.44;0.06;-0.16;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OLDM.ST;11;33014;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33014&marketid=11
ONCO.ST;ONCOPEPTIDES;78.3;68.8;156;60.0;252;60.0;252;62.9;220;15;78.6;6.28;3.96;-1.06;-0.31;10.61;5.59;3.53;7.31;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;11;133615;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133615&marketid=11
OP.ST;OSCAR PROPERTIES;28.65;55.6;127;55.3;116;54.0;211;55.0;151;31;45.2;5.04;2.35;-3.01;-1.75;6.59;3.85;-0.02;0.53;2.95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;11;99753;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99753&marketid=11
OP-PREF.ST;OSCAR PROPERTIES PRF;207.0;44.4;136;38.9;138;37.2;135;40.2;136;39;39.5;1.94;0.88;-0.83;-0.57;3.33;1.94;-0.38;0.01;1.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;11;109238;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109238&marketid=11
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;485.0;19.0;93;22.6;92;19.1;86;20.2;90;23;21.7;0.85;0.47;-0.73;-0.59;1.26;0.49;-1.16;-1.1;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;11;121882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121882&marketid=11
OPUS.ST;OPUS GROUP;6.05;77.8;113;53.6;112;50.0;249;60.5;158;32;48.4;3.96;2.15;-1.39;-1.47;7.8;5.89;1.29;2.26;1.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;11;35920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35920&marketid=11
ORES.ST;INVESTMENT OERESUND;129.8;66.7;109;63.9;120;62.5;195;64.4;141;36;71.4;2.6;1.28;-0.79;-0.72;3.59;1.98;0.41;1.54;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORES.ST;11;863;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=863&marketid=11
ORGC.ST;ORGANOCLICK;5.5;44.4;96;50.0;88;50.0;107;48.1;97;36;40.0;3.19;2.56;-2.45;-2.03;5.07;3.36;-0.67;-0.24;1.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;11;106253;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106253&marketid=11
ORIF.ST;ORIFLAME HOLDING;400.2;52.4;135;54.8;161;56.8;466;54.7;254;37;63.9;4.55;1.9;-1.93;-0.46;8.42;4.14;1.68;3.88;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST;11;110536;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110536&marketid=11
ORTI-A.ST;ORTIVUS A;;;;;;;;;;;;;;;;;;;;;;;;
ORTI-B.ST;ORTIVUS B;2.165;60.0;133;62.9;201;58.0;356;60.3;230;34;57.6;5.5;3.1;-3.12;-3.13;8.17;2.91;-0.45;2.58;2.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;11;1032;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1032&marketid=11
ORX.ST;OREXO;39.05;85.7;168;66.7;240;67.1;443;73.2;283;35;58.8;6.39;4.01;-2.23;-2.01;8.49;7.66;2.88;3.27;1.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST;11;31885;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31885&marketid=11
PACT.ST;PROACT IT GROUP;146.8;63.6;147;54.8;168;56.9;256;58.4;190;36;60.0;3.13;1.88;-1.34;-0.97;5.12;4.99;1.81;1.74;1.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;11;4003;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4003&marketid=11
PALS-B.ST;PALLAS GROUP;0.5;53.3;114;64.0;160;64.0;160;60.4;144;12;50.0;7.54;5.1;-5.88;-4.44;12.37;10.78;2.37;2.44;1.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;11;76786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76786&marketid=11
PCAT.ST;PHOTOCAT;;;;;;;;;;;;;;;;;;;;;;;;
PCELL.ST;POWERCELL SWEDEN;24.14;71.4;144;73.3;400;64.2;796;69.6;446;33;63.6;7.08;4.19;-4.55;-3.49;10.13;7.24;2.53;3.99;1.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCELL.ST;11;105121;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105121&marketid=11
PDX.ST;PARADOX INTERACTIVE;125.8;68.8;153;67.6;222;58.6;217;65.0;197;29;75.0;3.36;2.2;-2.01;-2.32;5.46;4.7;2.15;2.79;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;11;123234;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123234&marketid=11
PEAB-B.ST;PEAB B;71.35;81.2;149;64.7;183;60.9;207;68.9;179;34;52.9;2.97;1.36;-1.36;-0.63;4.85;3.15;0.57;1.13;1.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;11;928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=928&marketid=11
PEGRO-PREF.ST;PEGROCO INVEST PRF;120.5;26.3;86;27.6;91;32.3;86;28.7;87;32;34.4;0.99;0.73;-0.72;-0.7;2.18;1.48;-0.75;-0.52;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;11;110545;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110545&marketid=11
PFE.ST;PFIZER;290.0;44.4;98;55.3;102;64.2;160;54.6;120;33;66.7;2.4;1.31;-1.15;-1.04;3.26;1.15;-0.38;0.99;1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;17;PFE;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=PFE&marketid=17
PIEZO.ST;PIEZOMOTOR UPPSALA;41.7;69.2;328;71.0;480;63.8;653;68.0;487;23;69.6;8.76;4.33;-3.91;-4.04;14.68;8.19;3.67;8.23;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;11;123299;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123299&marketid=11
PLAZ-B.ST;PLATZER FASTIGHETER;51.2;52.6;119;45.9;124;49.3;171;49.3;138;36;48.6;2.69;1.58;-1.47;-1.36;4.57;2.99;-0.05;0.67;1.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;11;98395;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98395&marketid=11
PLED.ST;PLED PHARMA;14.8;61.1;133;63.2;136;51.4;168;58.6;145;37;47.2;6.23;2.66;-2.77;-2.07;5.57;2.17;-0.87;0.37;3.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;11;81313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81313&marketid=11
PNDX-B.ST;PANDOX;149.2;85.7;127;80.0;127;69.1;156;78.3;136;34;66.7;2.73;1.93;-1.75;-1.23;3.23;2.98;0.78;0.77;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;11;110533;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110533&marketid=11
PNVA.NGM;PAYNOVA;0.4;50.0;91;53.8;123;54.8;166;52.9;126;31;46.7;5.56;3.99;-3.22;-3.21;7.37;5.75;0.17;0.93;2.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;13;86;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86&marketid=13
POLY.ST;POLYPLANK;0.15;62.5;114;68.2;124;64.4;407;65.0;215;22;45.5;10.59;5.1;-5.12;-4.49;17.29;4.27;-1.3;4.28;7.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;11;87179;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87179&marketid=11
POLYG.ST;POLYGIENE;9.7;55.0;98;42.1;85;45.2;109;47.4;97;31;46.7;3.92;2.42;-3.01;-1.71;5.71;4.63;0.45;0.26;1.72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;11;119989;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119989&marketid=11
POOL-B.ST;POOLIA B;12.25;44.4;82;33.3;67;39.7;75;39.1;74;31;33.3;3.44;2.18;-3.46;-2.51;5.64;4.0;-1.14;-1.23;1.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;11;3974;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3974&marketid=11
PRCO-B.ST;PRECIO FISHBONE B;19.4;66.7;108;56.7;102;58.6;115;60.7;108;29;64.3;2.67;1.71;-3.57;-1.67;3.08;1.73;-0.28;-0.09;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;11;62455;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62455&marketid=11
PREC.ST;PRECISE BIOMETRICS;1.365;44.4;80;53.8;128;54.0;491;50.7;233;25;41.7;10.39;3.54;-2.8;-2.58;19.45;7.54;0.84;5.68;3.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREC.ST;11;10751;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=10751&marketid=11
PREV-B.ST;PREVAS B;17.5;38.9;120;28.9;102;37.1;124;35.0;115;31;40.0;3.07;2.04;-2.02;-1.89;5.38;4.4;-0.17;0.14;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;11;1039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1039&marketid=11
PRIC-B.ST;PRICER B;8.39;66.7;110;61.8;110;61.1;175;63.2;131;36;62.9;2.97;1.7;-0.93;-0.57;3.84;2.72;0.7;1.27;1.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;11;1040;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1040&marketid=11
PRIME.ST;PRIME LIVING;73.0;88.9;114;66.7;140;62.8;267;72.8;173;21;66.7;6.17;2.73;-1.86;-1.79;9.25;5.49;2.27;4.75;1.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST;11;110385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110385&marketid=11
PRLD.NGM;PROLIGHT DIAGNOSTICS;3.99;71.4;1540;68.2;2236;68.2;2236;69.3;2004;11;80.0;29.23;7.08;-7.49;-7.08;64.21;34.8;25.62;49.07;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;13;3NT5;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3NT5&marketid=13
PROB.ST;PROBI AB;442.2;68.8;153;71.4;205;68.7;983;69.6;447;33;66.7;7.31;3.56;-4.9;-2.42;13.76;7.14;3.16;6.75;1.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST;11;27701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27701&marketid=11
PROF-B.ST;PROFILGRUPPEN B;113.0;55.0;121;54.8;124;54.8;276;54.9;173;30;60.0;4.87;2.31;-1.36;-0.77;7.73;4.54;1.62;3.29;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;11;929;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=929&marketid=11
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;6.88;69.2;127;57.6;194;50.8;516;59.2;279;30;50.0;6.24;2.79;-2.39;-2.02;13.27;9.71;3.04;4.64;1.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;11;41187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41187&marketid=11
