NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;PRICE_CHANGE_PERCENT_AVERAGE;PRICE_CHANGE_PERCENT_MEDIAN;BUY_AVERAGE_FAILED_PER_CHANGE;BUY_MEDIAN_FAILED_PER_CHANGE;BUY_AVERAGE_SUCCESS_PER_CHANGE;BUY_MEDIAN_SUCCESS_PER_CHANGE;BUYANDFAIL_MEDIAN_KEYVALUE;BUYANDFAIL_AVERAGE_KEYVALUE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
B3IT.ST;B3IT MANAGEMENT;83.6;44.4;99;42.9;104;43.8;117;43.7;106;32;45.2;2.32;1.28;-1.59;-1.21;3.92;3.38;0.06;0.1;1.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=B3IT.ST;11;123339;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123339&marketid=11
BACTI-B.ST;BACTIGUARD HOLD;20.0;50.0;109;50.0;139;56.2;256;52.1;168;32;64.5;4.05;2.3;-2.09;-1.25;6.47;3.63;1.1;2.63;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BACTI-B.ST;11;101601;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101601&marketid=11
BALD-B.ST;FASTIGHETS BALDER B;203.0;75.0;119;59.1;123;56.7;158;63.6;133;45;63.6;2.18;1.33;-1.17;-0.75;2.44;1.93;0.15;0.33;1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BALD-B.ST;11;4212;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4212&marketid=11
BALD-PREF.ST;FASTIGHETS AB BALDER PRF;;;;;;;;;;;;;;;;;;;;;;;;
BAYN.ST;BAYN EUROPE;1.45;62.5;160;52.8;304;57.4;895;57.6;453;34;48.5;7.97;3.23;-2.9;-2.78;12.71;3.42;-0.57;3.87;2.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BAYN.ST;11;103618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103618&marketid=11
BEGR.ST;BE GROUP;49.5;61.1;118;58.3;192;59.4;385;59.6;231;32;67.7;4.88;2.62;-1.51;-1.28;7.87;6.36;3.09;4.04;1.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEGR.ST;11;37309;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37309&marketid=11
BEIA-B.ST;BEIJER ALMA B;235.0;58.3;103;58.3;147;51.4;160;56.0;136;35;52.9;2.63;1.47;-0.94;-1.03;4.49;2.86;0.23;1.13;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIA-B.ST;11;875;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=875&marketid=11
BEIJ-B.ST;BEIJER REF AB;327.0;55.6;123;64.7;142;62.9;167;61.1;144;35;73.5;2.38;1.84;-1.26;-0.72;3.43;2.21;0.63;1.39;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIJ-B.ST;11;792;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=792&marketid=11
BELE.ST;BEIJER ELECTRONICS GROUP;28.9;82.4;130;64.7;166;65.1;197;70.7;164;31;56.7;3.21;1.76;-1.49;-1.32;3.94;2.76;0.19;0.79;1.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BELE.ST;11;5081;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5081&marketid=11
BERG-B.ST;BERGMAN & BEVING;84.1;81.2;145;63.9;189;65.3;296;70.1;210;36;62.9;3.6;2.16;-1.46;-1.22;4.64;3.78;1.12;1.58;1.69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BERG-B.ST;11;793;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=793&marketid=11
BESQ.ST;BESQAB PROJEKT & FASTIGHETER;109.8;80.0;133;64.3;180;63.3;333;69.2;215;30;51.7;4.27;2.21;-1.12;-1.1;6.06;3.0;0.22;1.79;2.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BESQ.ST;11;101207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101207&marketid=11
BETS-B.ST;BETSSON B;64.88;68.8;119;67.5;147;66.7;205;67.7;157;40;67.5;3.7;2.34;-2.01;-1.69;3.55;3.29;0.87;0.94;1.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BETS-B.ST;11;5121;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5121&marketid=11
BILI-A.ST;BILIA A;72.85;50.0;108;47.4;125;52.5;161;50.0;131;40;51.3;2.36;1.28;-1.25;-0.63;3.34;2.25;0.05;0.3;1.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILI-A.ST;11;794;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=794&marketid=11
BILL.ST;BILLERUD KORSNAS;122.7;26.7;88;37.1;90;57.1;119;40.3;99;38;55.3;2.21;1.35;-1.58;-1.07;2.84;1.12;-0.66;0.06;1.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILL.ST;11;14922;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=14922&marketid=11
BIM.ST;BIMOBJECT;37.5;44.4;131;60.0;221;66.2;1548;56.9;633;34;69.7;7.84;3.36;-2.45;-2.59;14.01;7.4;3.57;8.22;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIM.ST;11;99204;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99204&marketid=11
BINV.ST;BIOINVENT INTERNATIONAL;2.115;52.9;112;58.6;158;64.4;386;58.6;218;29;72.4;5.48;3.12;-1.61;-1.35;6.46;4.61;2.17;3.43;1.54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BINV.ST;11;13348;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13348&marketid=11
BIOG-B.ST;BIOGAIA B;425.0;55.6;131;54.3;161;60.0;242;56.6;178;32;68.8;3.15;1.46;-1.3;-1.07;5.19;4.33;1.85;2.37;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOG-B.ST;11;959;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=959&marketid=11
BIOS.ST;BIOSERVO TECHNOLOGIES;15.0;45.5;92;50.0;117;50.0;117;48.5;108;13;41.7;3.97;2.06;-2.58;-2.06;8.36;4.31;-0.2;1.18;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOS.ST;11;138312;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138312&marketid=11
BIOT.ST;BIOTAGE;73.4;59.1;154;68.4;268;63.5;452;63.7;291;37;66.7;4.09;2.14;-1.83;-1.99;7.61;6.21;2.68;3.67;1.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOT.ST;11;5209;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5209&marketid=11
BIOVIC-B.ST;BIOVICA INTERNATIONAL;11.0;73.3;109;76.2;163;76.2;163;75.2;145;10;70.0;6.07;3.48;-4.36;-4.07;8.6;2.37;-0.36;3.91;1.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOVIC-B.ST;11;135531;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135531&marketid=11
BMAX.ST;BYGGMAX GROUP;42.9;33.3;101;50.0;118;51.4;123;44.9;114;37;38.9;2.56;1.55;-1.01;-1.15;3.51;3.57;-0.11;-0.05;1.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BMAX.ST;11;75712;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75712&marketid=11
BOL.ST;BOLIDEN;285.8;68.8;122;71.1;120;60.7;205;66.9;149;42;65.9;2.81;1.87;-1.72;-1.11;4.18;2.45;0.44;1.37;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOL.ST;11;15285;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=15285&marketid=11
BONAV-A.ST;BONAVA A;110.5;77.8;116;65.0;129;59.4;152;67.4;132;32;58.1;2.3;1.61;-1.19;-0.93;3.26;2.46;0.24;0.6;1.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-A.ST;11;122974;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122974&marketid=11
BONAV-B.ST;BONAVA B;112.2;63.6;104;53.7;115;57.8;146;58.4;121;32;64.5;2.48;1.73;-1.45;-1.28;2.79;2.29;0.22;0.48;1.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-B.ST;11;122975;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122975&marketid=11
BONG.ST;BONG;1.165;53.8;109;38.7;120;43.3;151;45.3;126;33;39.4;3.82;2.47;-2.13;-1.69;7.68;5.77;0.45;0.94;1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONG.ST;11;892;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=892&marketid=11
BOOZT.ST;BOOZT;72.7;50.0;129;56.2;133;56.2;133;54.1;131;8;42.9;4.88;3.89;-1.82;-1.28;6.01;4.31;0.32;0.74;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOOZT.ST;11;138479;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138479&marketid=11
BORG.ST;BJORN BORG;24.65;57.1;125;60.0;139;55.4;227;57.5;163;32;46.9;3.54;2.01;-1.19;-0.88;5.88;5.76;1.43;1.33;1.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BORG.ST;11;40286;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40286&marketid=11
BOUL.ST;BOULE DIAGNOSTICS;270.0;83.3;128;73.5;212;75.3;1339;77.4;559;36;75.0;6.04;2.84;-1.44;-1.69;10.31;5.57;2.96;6.57;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOUL.ST;11;82889;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82889&marketid=11
BRAV.ST;BRAVIDA HOLDING;58.2;68.4;115;60.0;114;48.1;106;58.8;111;40;50.0;2.08;1.41;-1.74;-1.48;3.17;2.03;-0.53;-0.08;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRAV.ST;11;113960;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=113960&marketid=11
BRE2.ST;BREDBAND2 I SKANDINAVIEN;1.42;47.1;123;42.9;129;44.1;165;44.7;139;29;58.6;3.42;1.97;-2.21;-1.94;6.39;3.23;0.29;2.03;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRE2.ST;11;34627;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34627&marketid=11
BRG-B.ST;BERGS TIMBER B;2.64;44.4;100;52.6;116;45.9;118;47.6;111;37;50.0;2.42;1.63;-1.74;-1.72;3.96;3.59;0.14;0.31;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRG-B.ST;11;891;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=891&marketid=11
BRIG.ST;BRIGHTER AB;7.6;57.1;144;62.9;434;62.7;1262;60.9;613;33;57.6;8.43;5.11;-3.59;-3.29;16.79;7.31;2.02;7.35;1.53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIG.ST;11;86375;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86375&marketid=11
BRIG-TO3.ST;BRIGHTER SUBSCR OPT;;;;;;;;;;;;;;;;;;;;;;;;
BRIN-B.ST;BRINOVA FASTIGHETER;12.1;26.7;91;36.0;95;40.7;104;34.5;96;13;23.1;2.45;1.74;-1.48;-1.54;5.5;5.68;-0.67;-0.67;1.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIN-B.ST;11;127241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127241&marketid=11
BRIOX.NGM;BRIOX;3.83;40.0;78;48.4;154;36.9;100;41.8;110;32;34.4;6.91;5.17;-4.61;-4.36;12.36;7.83;-0.97;0.43;1.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIOX.NGM;13;U1A;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=U1A&marketid=13
BTS-B.ST;BTS GROUP B;101.0;61.1;104;54.1;96;49.3;104;54.8;101;33;54.5;2.13;1.43;-1.35;-1.18;2.98;1.73;-0.39;0.21;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BTS-B.ST;11;13288;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13288&marketid=11
BUFAB.ST;BUFAB;106.4;72.7;123;67.5;170;64.1;279;68.1;190;39;73.7;2.92;1.74;-1.49;-1.36;4.31;1.89;0.24;1.98;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUFAB.ST;11;99667;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99667&marketid=11
BULTEN.ST;BULTEN;105.0;50.0;101;67.6;150;59.5;192;59.0;147;37;72.2;2.78;1.87;-2.16;-1.77;3.6;2.25;0.33;1.2;1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BULTEN.ST;11;82239;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82239&marketid=11
BURE.ST;BURE EQUITY;90.9;46.7;98;54.5;128;56.2;190;52.5;138;36;50.0;3.33;1.82;-1.11;-0.99;5.6;3.91;0.66;1.44;1.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BURE.ST;11;800;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=800&marketid=11
BUSER.ST;BAMBUSER;0.85;65.0;128;69.2;139;69.2;139;67.8;135;13;50.0;9.66;5.56;-11.22;-4.4;7.52;4.44;-0.78;-2.65;5.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUSER.ST;11;136907;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136907&marketid=11
BWL.ST;BRINGWELL;;;;;;;;;;;;;;;;;;;;;;;;
BYGGP.ST;BYGGPARTNER I DALARNA HOLDING;32.6;61.1;129;54.3;121;50.0;119;55.1;123;25;54.2;2.17;0.9;-1.49;-0.92;2.55;0.58;-0.91;-0.1;1.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BYGGP.ST;11;129518;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129518&marketid=11
CAMX.ST;CAMURUS;117.0;76.5;113;78.8;156;74.2;374;76.5;214;32;75.8;4.72;2.09;-4.0;-2.17;7.14;3.81;1.56;3.64;1.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAMX.ST;11;115961;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115961&marketid=11
CANTA.ST;CANTARGIA;8.54;61.5;113;70.4;227;63.1;275;65.0;205;32;62.5;5.81;4.04;-4.0;-3.86;8.02;4.94;0.84;2.71;1.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CANTA.ST;11;107644;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107644&marketid=11
CAPAC.ST;CAPACENT HOLDING;40.6;66.7;140;58.1;147;62.3;204;62.4;163;26;65.4;4.55;3.06;-4.32;-4.92;5.29;4.0;0.11;1.16;1.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPAC.ST;11;113748;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=113748&marketid=11
CAPIO.ST;CAPIO;42.0;47.4;98;53.7;102;51.8;112;51.0;104;41;55.0;2.16;1.49;-1.63;-1.11;2.25;1.65;-0.39;-0.3;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPIO.ST;11;110740;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110740&marketid=11
CASO.ST;CASSANDRA OIL;0.35;75.0;220;63.3;239;66.7;459;68.3;306;31;51.6;8.45;4.2;-4.66;-1.99;9.95;4.58;0.6;2.08;8.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CASO.ST;11;25660;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25660&marketid=11
CAST.ST;CASTELLUM;133.1;55.6;112;52.8;122;51.2;132;53.2;122;41;60.0;1.82;1.37;-0.59;-0.32;2.14;1.72;0.1;0.25;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAST.ST;11;966;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=966&marketid=11
CAT-A.ST;CATELLA A;22.5;75.0;135;56.2;150;61.1;194;64.1;159;18;35.3;5.44;3.86;-1.71;-1.72;9.39;11.31;2.08;1.41;1.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-A.ST;11;62547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62547&marketid=11
CAT-B.ST;CATELLA B;21.15;47.6;98;53.5;121;51.9;144;51.0;121;38;60.5;2.56;1.78;-1.4;-1.32;3.13;2.24;0.03;0.54;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-B.ST;11;62559;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62559&marketid=11
CATE.ST;CATENA;156.8;70.0;105;64.7;122;58.6;134;64.4;120;29;67.9;2.17;1.2;-1.18;-0.97;2.93;3.04;0.95;0.81;1.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CATE.ST;11;34362;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34362&marketid=11
CBA.ST;CYBAERO;1.46;62.5;118;66.7;439;65.6;935;64.9;497;32;61.3;11.05;6.68;-6.24;-5.03;10.87;6.61;1.31;3.45;25.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CBA.ST;11;40870;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40870&marketid=11
CBTT-B.ST;CHRISTIAN BERNER TECH TRADE;18.65;45.0;98;47.1;97;42.9;95;45.0;96;35;44.1;3.1;2.01;-2.96;-2.44;4.47;2.69;-0.98;-0.48;1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CBTT-B.ST;11;103391;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103391&marketid=11
CCC.ST;CAVOTEC;22.3;71.4;110;60.0;122;59.7;224;63.7;152;31;50.0;3.97;2.17;-1.68;-1.25;6.67;6.41;1.78;1.7;1.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCC.ST;11;84962;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=84962&marketid=11
CCOR-B.ST;CONCORDIA MARITIME B;10.9;66.7;113;41.4;90;45.8;97;51.3;100;29;41.4;2.89;1.42;-1.35;-1.28;3.98;1.74;-0.83;0.06;1.59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCOR-B.ST;11;971;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=971&marketid=11
CE.ST;CORTUS ENERGY;0.75;50.0;129;64.5;491;66.2;5259;60.2;1959;32;59.4;12.08;6.89;-3.69;-3.91;22.21;18.4;8.54;10.89;2.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CE.ST;11;27960;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27960&marketid=11
CELLNK-B.ST;CELLINK;132.5;66.7;158;72.5;226;70.5;266;69.9;216;22;66.7;5.41;2.78;-2.83;-2.9;8.22;1.72;-0.62;3.74;1.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CELLNK-B.ST;11;128490;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128490&marketid=11
CEVI.ST;CELLAVISION;140.5;70.8;128;69.0;263;67.0;780;68.9;390;44;72.1;4.88;2.56;-2.55;-2.33;7.43;3.18;0.84;3.85;1.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CEVI.ST;11;40679;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40679&marketid=11
CFISH.ST;CRUNCHFISH;15.0;50.0;141;50.0;351;50.0;378;50.0;290;22;42.9;7.37;2.17;-2.41;-1.7;18.05;4.07;-0.02;5.57;1.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CFISH.ST;11;128641;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128641&marketid=11
CHRO.ST;CHROMOGENICS;0.91;81.8;186;89.5;257;89.5;257;86.9;233;9;77.8;11.55;4.98;-3.47;-3.47;4.82;3.16;0.89;2.18;6.48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CHRO.ST;11;135174;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135174&marketid=11
CI-B.ST;CELL IMPACT B;10.5;38.5;190;40.0;203;56.1;1017;44.9;470;32;45.5;8.67;4.95;-2.79;-2.21;17.33;9.94;2.52;5.56;1.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CI-B.ST;11;92429;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=92429&marketid=11
CINN.ST;CINNO FIN TECH;61.0;68.8;115;61.8;127;64.7;279;65.1;173;34;63.6;4.47;2.66;-1.57;-1.07;6.14;5.85;2.53;2.53;1.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CINN.ST;11;102935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102935&marketid=11
CLA-B.ST;CLOETTA B;31.88;73.3;121;57.5;104;55.3;159;62.0;128;38;56.8;2.58;1.38;-1.61;-0.79;4.03;2.2;0.11;0.79;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLA-B.ST;11;63225;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=63225&marketid=11
CLAS-B.ST;CLAS OHLSON B;90.85;63.6;110;52.4;113;48.8;121;54.9;114;42;48.8;2.06;0.97;-1.26;-0.55;2.18;1.16;-0.52;-0.38;1.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAS-B.ST;11;4145;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4145&marketid=11
CLAV.ST;CLAVISTER HOLDING;19.0;75.0;157;70.0;391;71.0;735;72.0;427;31;63.3;7.15;3.94;-3.15;-2.64;8.92;4.82;1.28;3.69;2.92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAV.ST;11;100970;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100970&marketid=11
CLBIO.ST;CORLINE BIOMED;9.78;50.0;102;52.9;120;52.8;303;51.9;175;36;45.7;5.35;3.14;-2.13;-2.37;8.67;5.94;0.63;2.01;1.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLBIO.ST;11;110074;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110074&marketid=11
CLDRE-B.NGM;CLOUDREPUBLIC;7.34;61.1;71;54.2;47;54.2;47;56.5;55;12;54.5;13.39;7.45;-11.84;-11.81;11.25;5.12;-3.38;-0.06;1.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLDRE-B.NGM;13;3RLL;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3RLL&marketid=13
CLEANT-A.ST;CLEANTECH INVEST;;;;;;;;;;;;;;;;;;;;;;;;
CLEM.ST;CLEMENDO GROUP;;;;;;;;;;;;;;;;;;;;;;;;
CLEMO.ST;CLEAN MOTION;9.24;57.1;112;53.1;174;54.0;197;54.7;161;25;45.8;5.06;3.07;-1.77;-1.53;8.25;4.62;0.49;2.02;1.68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEMO.ST;11;122709;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122709&marketid=11
CLS-B.ST;CLINICAL LASERTHERMIA SYSTEMS B;13.5;64.7;209;64.5;299;55.1;508;61.4;338;34;50.0;6.43;3.22;-2.41;-2.3;12.98;10.29;3.19;4.48;1.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLS-B.ST;11;65182;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=65182&marketid=11
CLX.ST;CLX COMMUNICATIONS;60.2;50.0;132;50.0;159;49.2;249;49.7;180;32;62.5;4.82;2.41;-2.15;-1.54;5.37;1.9;-0.19;1.75;2.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLX.ST;11;113927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=113927&marketid=11
CMOTEC-B.ST;SCANDINAVIAN CHEMOTECH;;;;;;;;;;;;;;;;;;;;;;;;
COGS.ST;COGNOSEC;0.35;75.0;168;62.5;285;58.3;494;65.3;315;18;58.8;10.02;6.49;-4.59;-2.31;18.95;19.79;9.88;8.45;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COGS.ST;11;126905;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126905&marketid=11
COIC.ST;CONCENTRIC;133.6;46.2;112;54.3;124;56.5;186;52.3;140;46;60.0;2.38;1.59;-1.65;-1.14;3.7;2.92;0.5;0.76;1.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COIC.ST;11;82656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82656&marketid=11
COLL.ST;COLLECTOR;66.7;71.4;116;55.6;108;56.8;156;61.3;126;37;50.0;2.97;1.55;-1.59;-1.08;3.29;1.41;-0.64;0.05;1.83;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COLL.ST;11;110079;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110079&marketid=11
COMH.ST;COM HEM HOLDING;133.6;68.8;115;59.4;127;57.1;170;61.8;137;31;71.0;2.02;1.22;-0.85;-0.59;3.47;1.73;0.26;1.42;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMH.ST;11;101281;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101281&marketid=11
